episode,step,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9
0,0,0.44250280906756717,0.49172249346971514,0.49738831222057345,0.42550019750992457,0.5444888573884964,0.4318329072992007,0.5689916916688283,0.4805896765987078,0.5350202431281408,0.49910795509815215
1,0,0.443153297106425,0.49207913140455883,0.498677933216095,0.4275622448325157,0.5423104991515477,0.4323120098312696,0.5699262301127116,0.47960486203432084,0.53348419825236,0.4983878925442696
2,0,0.44317879339059196,0.4898960193991661,0.49895893305540084,0.42913949807484947,0.5400643980503083,0.43240877280632656,0.5708619111776352,0.47646971384684245,0.531267976562182,0.4983912576238314
3,0,0.44346033930778506,0.4918374103307724,0.49944755047559736,0.4263468959927559,0.5419262631734212,0.4331072279810905,0.5709535060326258,0.47647814512252806,0.5288465875387192,0.49866707156101864
4,0,0.44342967092990876,0.49155546019474666,0.4984722718596458,0.42619384000698723,0.5416385056575139,0.4327910413344701,0.5706001689036687,0.47362380494674045,0.5287152947982152,0.4986450598637263
5,0,0.4431733140349388,0.4941240140795708,0.49806804607311883,0.4249430172642072,0.5423349485794703,0.4327780055006345,0.5709670211871465,0.47503805210193,0.5332742061217626,0.4985762432217598
6,0,0.443270209133625,0.4948859480023384,0.49737567027409874,0.4231234728296598,0.5429834342002868,0.43197205116351445,0.5711075687408447,0.4747063632806142,0.5299426319201788,0.4982898458838463
7,0,0.4430813549955686,0.49597809890906014,0.4976142755150795,0.42536381592353184,0.5405545423428217,0.4300282324353854,0.5715544797976811,0.4746951859196027,0.532871240178744,0.4981626692414284
8,0,0.4430724048614502,0.4940875695149104,0.49660305311282477,0.4236759032805761,0.5414017583926519,0.4319089142481486,0.5720671252409617,0.4755977353453636,0.5332883505026499,0.49791206578413644
9,0,0.4429936451713244,0.4949248483777046,0.49645873069763186,0.4249224904179573,0.5400892567634582,0.43074730376402537,0.5721980796257655,0.47624011754989626,0.5334335992733638,0.4975654412309329
10,0,0.4432607716321945,0.49591552883386614,0.49595498512188596,0.42210395793120065,0.5416760917504628,0.4324973874290784,0.5722861886024475,0.476112535794576,0.5301234565178553,0.4974230090777079
11,0,0.4434857111175855,0.4961205062270164,0.49594496528307597,0.42244986136754353,0.5403368383646011,0.4317094344894091,0.5727463992436727,0.4775897123416265,0.5342759839693705,0.49726884682973227
12,0,0.4434329238533974,0.4981165649493535,0.49589251140753426,0.42275339990854266,0.540025150179863,0.43066470791896183,0.5730679311354955,0.4773121256629626,0.5318193423748017,0.49722284704446795
13,0,0.44337109913428624,0.49487432271242143,0.496056710978349,0.4238783659537633,0.5394678169488907,0.4319499366482099,0.5724972665309906,0.4776722062627474,0.5335145137707392,0.49719936192035674
14,0,0.44299274921417237,0.4955224531888962,0.49548485517501833,0.41894904514153797,0.5413343644142151,0.4297436604897181,0.5724286558230718,0.47799682468175886,0.5322291745742163,0.4971656593680382
15,0,0.44306073486804964,0.4960016078750292,0.4953829477230708,0.4214607389767965,0.5424647798140844,0.4321922648946444,0.572086696823438,0.4772111420830091,0.5333646527926127,0.49685835858186084
16,0,0.4430266093214353,0.49953582723935447,0.4955658143758774,0.42198727269967395,0.5409331419070562,0.4324885273973147,0.5718772890170415,0.4761403828859329,0.5307529719670614,0.49666472266117734
17,0,0.44299216955900195,0.5005830641587575,0.49532878677050274,0.4195852560798327,0.5421617136398951,0.43137668311595917,0.5719800788164139,0.47858262379964195,0.5320335606733958,0.496464859743913
18,0,0.443290029168129,0.4973339158296585,0.49521223644415535,0.42203705926736196,0.5409477823972701,0.4314498213926951,0.571861429810524,0.47774485101302466,0.5311571904023489,0.49625267058610917
19,0,0.4427731477220853,0.4968358881274859,0.49490017582972845,0.4231929589311282,0.5398070593674977,0.4312211556235949,0.5717751471201579,0.47525796870390574,0.5309965833028157,0.4960475670297941
20,0,0.44273464133342105,0.496794156730175,0.4949468820293744,0.42342677106459936,0.5386645307143529,0.4318476007382075,0.5717089436451595,0.4758353657523791,0.5252175317207972,0.49565636724233625
21,0,0.44280335863431297,0.4974907805522283,0.4938041936357816,0.42096942881743116,0.5411621642112732,0.43127005100250243,0.5717314320802689,0.47814104209343594,0.5308419797817866,0.4955394505461057
22,0,0.44256333818038307,0.49716866383949915,0.4934355543057124,0.4206347998976707,0.5412058818340302,0.43274395386377973,0.5719742397467296,0.4755960966149966,0.5291411942243576,0.4954671870668729
23,0,0.44251835157473884,0.4994976664582888,0.4930759603778521,0.4213362325231234,0.5411147077878317,0.43296310196320215,0.5724839846293132,0.4753588625788689,0.5280764542023341,0.4954202911257744
24,0,0.4426857198278109,0.5012207637230556,0.49264793237050375,0.41802420824766157,0.5427034070094426,0.4328291498621305,0.5719304672876994,0.47623968988656995,0.5282761532068253,0.4953411288062731
25,0,0.44219549268484115,0.4972990243633588,0.49272745509942373,0.4202265370885531,0.540716010928154,0.43160185813903806,0.5724618601799011,0.4774424002567927,0.5300697483619055,0.49543106387058894
26,0,0.442252699136734,0.49880101333061855,0.492362543741862,0.42022285679976146,0.5405138820409775,0.4309493247667948,0.5729446224371593,0.47573893318573635,0.5316896784305573,0.49542454520861307
27,0,0.44221056799093883,0.5001142545541127,0.4919328055779139,0.4198237743973732,0.5405650784571966,0.43165551592906315,0.5721822081009547,0.47482379446427025,0.5253055040041605,0.49555711150169374
28,0,0.4423144053419431,0.499281690021356,0.4914638432860374,0.41895445535580317,0.5407383122046788,0.43190572202205657,0.5723315387964248,0.4763812818129857,0.5279924494028091,0.49554129898548127
29,0,0.4423905813694,0.501691879828771,0.490920704305172,0.41968380749225614,0.5415224943558375,0.43065383036931354,0.5722689513365428,0.4762852773070335,0.5281609616676967,0.4955144183834394
30,0,0.44223680088917416,0.49869492411613464,0.49047933985789616,0.4150601784388224,0.5413615675767263,0.4307228868206342,0.5720566534996032,0.475472148557504,0.5284642438093822,0.4954051120082537
31,0,0.4422537218530973,0.4989866015315056,0.4899664937456449,0.4192500997583071,0.5407837373018265,0.43134421745936075,0.5719107522567113,0.47595155994097393,0.5230113500356675,0.4953150605161985
32,0,0.44236323376496633,0.5019640617569288,0.4895694766441981,0.4174048682053884,0.5413103506962458,0.43242871383825937,0.5718366587162018,0.47407520880301796,0.5190721240639686,0.4955119206508001
33,0,0.4422717426220576,0.49988076378901797,0.4892784414688746,0.417295262614886,0.5414951733748118,0.4310034494598707,0.5719189216693242,0.4753189934293429,0.5302148852745692,0.49559422900279365
34,0,0.44242651959260304,0.5012016433477402,0.4886759232481321,0.41616140435139337,0.5425684833526612,0.43163748999436696,0.572014122804006,0.4738192506631215,0.527079960902532,0.4958297030131022
35,0,0.44258567174275715,0.500073266128699,0.48850510944922765,0.41887753784656523,0.5409659238656362,0.4307629707455635,0.572163438796997,0.4777670808633169,0.528929533958435,0.4959320965409279
36,0,0.4427481726805369,0.4997264509399732,0.48813343892494837,0.4170060289899508,0.5423877338568369,0.43140872289737064,0.571998784939448,0.47621062527100244,0.5283444058895111,0.49597923129796984
37,0,0.4430207008123398,0.5029758627216021,0.4879567301273346,0.4173806757728259,0.5409396638472875,0.4309776575366656,0.573355895280838,0.4774545321861903,0.5269164522488912,0.49606741815805433
38,0,0.44334827492634454,0.5007175757487615,0.4878344171245893,0.4186859628558159,0.5406066725651423,0.4300444317857424,0.572909619808197,0.47731528788805005,0.5246886865297953,0.4960026518503825
39,0,0.44346869389216104,0.49988698403040566,0.48760133018096286,0.4155154871940613,0.5415533409516017,0.43002716918786366,0.5728962955872218,0.4785380295912425,0.5290238090356191,0.4959520296255748
40,0,0.4436292748649915,0.5022991718848546,0.48745011279980344,0.41677285730838776,0.5417593830823898,0.43086260875066124,0.5731833263238271,0.47744577437639235,0.5268582663933437,0.49595624854167303
41,0,0.44388328184684117,0.5020358570416769,0.4873085046807925,0.4165434740980466,0.5419361124436061,0.42965741723775863,0.5734799226125081,0.4780475597580274,0.5268866650263468,0.49603599548339844
42,0,0.44417039026816685,0.4990740474065145,0.48713090588649116,0.41687370926141737,0.542056324283282,0.42894341558218,0.5738180383046468,0.47957496444384257,0.52858207543691,0.4961017186443011
43,0,0.44436302880446116,0.4990677532553673,0.48695729970932006,0.4133498367667198,0.5421676528453827,0.4294502854347229,0.5739303986231487,0.4797068656484286,0.5270047501722972,0.49628841628630954
44,0,0.4444030420978864,0.4972307248910268,0.48675708929697675,0.4183359017968178,0.5406764521201451,0.4286046457290649,0.5741754186153412,0.4795219714442889,0.5258864893515904,0.4964111374815305
45,0,0.44473780850569405,0.5023164319992065,0.4864734868208567,0.4173446149627368,0.542383364836375,0.4284604054689407,0.5744498397906621,0.48119600911935173,0.5267723282178243,0.49666381935278575
46,0,0.4449433452884356,0.49950545380512873,0.4864631476998329,0.4185255613923073,0.5403219934304555,0.42812471876541774,0.5746721392869949,0.4808791153629621,0.5259777456521988,0.4965829247236252
47,0,0.44510228315989175,0.49850917120774585,0.4860705421368281,0.4184879650672277,0.5410071885585785,0.4279032786687215,0.5750161961714426,0.48168940911690394,0.5262782863775889,0.4967020145058632
48,0,0.4452463702360789,0.49862803836663566,0.48583880146344505,0.4165342903137207,0.5418207770586014,0.4285594728589058,0.5751790501674017,0.4823835481206576,0.527758695880572,0.4969413244724274
49,0,0.44523499041795733,0.49721203724543256,0.4857557479540507,0.4188302151362101,0.5403179351488749,0.42912128816048306,0.5749588483572006,0.48031906674305597,0.5249439338843028,0.49690692325433095
50,0,0.44533455242713293,0.49615902374188103,0.4856183335185051,0.4175909807284673,0.5407060613234838,0.42763547986745837,0.5755621651808421,0.48080024182796477,0.5251386384169261,0.49693748126427334
51,0,0.4456272467970848,0.4966893446445465,0.4855216250816981,0.4190964745481809,0.539003246029218,0.42700859427452087,0.5757695957024892,0.48211788674195605,0.5268700194358825,0.4968249066670736
52,0,0.44576852331558864,0.4956866183876991,0.4853050459424655,0.4176800133784612,0.5402678338686625,0.4263848771651586,0.5761919113000235,0.4831353462735812,0.5267476838827133,0.4967771481474241
53,0,0.445943033794562,0.49818670709927876,0.484789866010348,0.4134763303399086,0.5430864675839742,0.4273798664410909,0.576251348455747,0.4825086321433385,0.5267460721731186,0.4967966130375862
54,0,0.446171044309934,0.4987445119023323,0.4845165467262268,0.4155169854561488,0.5423174458742142,0.4270357322692871,0.5761332013209661,0.4810898716251055,0.5260683488845825,0.4967692678173383
55,0,0.44638179322083793,0.4974644246697426,0.4845165218909582,0.4147759791215261,0.5411974368492762,0.42812284449736276,0.5764261565605799,0.4775126452247302,0.5264839218060176,0.4966534165541331
56,0,0.4466709138949712,0.4967581709225973,0.48381497075160346,0.4133668359120687,0.542408921122551,0.4277090059717496,0.5761980758110682,0.4804159354170163,0.5234160007039705,0.4966669562458992
57,0,0.44694975286722183,0.49946715235710143,0.48356989790995913,0.41536796480417254,0.542912015914917,0.42876637349526087,0.5761382240056991,0.48010524253050485,0.5237449910243352,0.49658869981765746
58,0,0.4471240125099818,0.4988141750295957,0.48344677766164146,0.41746219207843144,0.5415788733959198,0.4273819855848948,0.5766707952817282,0.4812584248185158,0.5259981054067612,0.49647189686695736
59,0,0.44711315621932346,0.4961804379026095,0.48339864253997805,0.417632918159167,0.5408131629228592,0.4272818249464035,0.5766297419865926,0.4798520681262016,0.5257514142990112,0.49641427954037987
60,0,0.44748206466436385,0.4971100039283435,0.4833475642402967,0.416467269162337,0.5423593175411224,0.42627049406369527,0.5769579231739044,0.48043976912895836,0.5239866648117701,0.4965706436832746
61,0,0.4475073773662249,0.4963430093725522,0.4833607702453931,0.41814021309216814,0.5409954663117726,0.42762465715408327,0.5768131820360819,0.4798885316650073,0.5236129639546077,0.49619461317857105
62,0,0.44776323358217873,0.5048652331034342,0.4831203591823578,0.4168990421295166,0.5435371466477712,0.42648724853992465,0.5770951813459396,0.48234579841295877,0.5272293235858282,0.49618180175622306
63,0,0.4480597084760666,0.4964742768804232,0.4830994641780853,0.4159964536627134,0.5429978591203689,0.42781924664974214,0.5772168095906576,0.4805895311633746,0.5237570359309515,0.4961572778224945
64,0,0.4482582727074623,0.4989025268952052,0.4832276597619057,0.418362512687842,0.5417044711112976,0.42626386562983193,0.5774204377333323,0.48194631924231845,0.5246495038270951,0.4959458139538765
65,0,0.4485156531135241,0.49731825560331344,0.48303412665923434,0.41691628595193225,0.5428823266426722,0.4268735877672831,0.5774623682101567,0.48035635670026144,0.5239148904879888,0.49577981531620025
66,0,0.44873362253109617,0.4967381465435028,0.4831857508420944,0.4168215658267339,0.5419761737187704,0.42515830308198926,0.578251513838768,0.48137192825476327,0.5252772945165635,0.49568598210811615
67,0,0.4490064498782158,0.4994152077039083,0.4833995373050372,0.41354847272237144,0.5415831595659256,0.42766510576009753,0.5775309284528096,0.4782560498515765,0.5176494862635931,0.49564265708128613
68,0,0.4494487006465594,0.49719201525052387,0.4832520245512327,0.4153039120634397,0.5424617224931717,0.42545487761497497,0.577946653564771,0.4794636954863866,0.5258877038955688,0.4955999010801315
69,0,0.4497623430689176,0.49856537183125815,0.4833826760450999,0.4148392058412234,0.5426563105980555,0.4259498554468155,0.5786892020702362,0.48124960631132124,0.5273502922058105,0.4954554079969724
70,0,0.45010019222895303,0.4976022591193517,0.4835685101151466,0.416446461280187,0.5410202445586523,0.42739185770352683,0.5784967462221782,0.47998323222001393,0.5234294094642004,0.4954956138134003
71,0,0.450461632112662,0.4976400921742121,0.4835057308276494,0.4133271579941114,0.5423676838477453,0.42623563468456266,0.5785879906018575,0.4803686950604121,0.5264508606990178,0.49540475646654764
72,0,0.45098013093074163,0.4971383288502693,0.4835997346043587,0.41171685536702474,0.5415532525380452,0.4249546205004056,0.5787724604209264,0.47812802096207935,0.5291351413726807,0.4954381822546323
73,0,0.45111678292353946,0.4987638195355733,0.4836398896574974,0.4113080268104871,0.541783010562261,0.4241047297914823,0.5789649337530136,0.48132734765609103,0.529688469171524,0.49539956629276277
74,0,0.451513558725516,0.49954032530387243,0.4836029452085495,0.411974176466465,0.5429879196484884,0.42456978917121885,0.579198637008667,0.4812847958008448,0.5303080211083094,0.49550361901521683
75,0,0.45184004098176955,0.4971526379386584,0.48374975005785625,0.41570761034886045,0.541620822151502,0.42588876783847807,0.5790946449836095,0.4807000900308291,0.5270502859354019,0.49543974310159683
76,0,0.45223906030257544,0.4982137202223142,0.48413461675246555,0.41683624535799024,0.5405465430021286,0.424484470585982,0.5791995473702749,0.48095568478107453,0.5286750936508179,0.4954051694273949
77,0,0.4528198285897573,0.4994877557953199,0.4842134909828504,0.4147570977608363,0.5429266341527303,0.42487836321194966,0.5796743879715601,0.4815527887145678,0.5279553961753846,0.4953626884023348
78,0,0.45306738595167795,0.49777434358994166,0.48441221376260124,0.4150791077812513,0.5425080207983652,0.42578006943066915,0.5790355654557546,0.48117782702048617,0.5287203679482142,0.4954172369837761
79,0,0.45319748411575955,0.4966346072157224,0.4846636869510015,0.4166782943407695,0.5398859357833863,0.4255162520209948,0.5790701766808828,0.48173606862624485,0.5269787808259329,0.4954435095191002
80,0,0.45341022868951164,0.4972464954853058,0.4845583947499593,0.41308750222126644,0.5419333149989446,0.42553479383389153,0.5792209198077519,0.4814708144466082,0.518648712337017,0.4956491302450498
81,0,0.4536724138259888,0.49668078700701396,0.4846336069703102,0.41622965852419536,0.5414260973532995,0.42605557243029274,0.5789790111780166,0.4797240783770879,0.525620793501536,0.49566268076499304
82,0,0.45392277359962463,0.4972951396306356,0.48470698346694313,0.417382952272892,0.5400692520538966,0.4250766485929489,0.5791441359122594,0.4805375314752261,0.5272690337896347,0.4955951104561488
83,0,0.45389078080654144,0.4954318654537201,0.48468226710955303,0.4156827042500178,0.5400706173976263,0.4245227794845899,0.5790211542447408,0.4813281424840291,0.5291609422365824,0.49548873871564864
84,0,0.4541415801644325,0.49615351657072704,0.48478989690542224,0.4150449039538701,0.540638845761617,0.42404008815685906,0.5791835794846217,0.4804271671175957,0.5268852444489797,0.49541498293479286
85,0,0.45436428288618724,0.5001302523414294,0.48508154571056367,0.4153056792418162,0.5396132276455561,0.4249982238809268,0.5793871064980824,0.48205735077460604,0.5300970874230067,0.49522803515195846
86,0,0.4541765237847964,0.496086508333683,0.48509367773930234,0.4162404015660286,0.5411536200841268,0.42369338899850845,0.5793726201852163,0.4825472753246625,0.5284850758314132,0.4949028373757998
87,0,0.4544808292388916,0.4972958136598269,0.4854929096500079,0.41542270451784136,0.5385339572032293,0.42463635285695395,0.5791981112957001,0.48209158341089886,0.5279139606157939,0.49478442351023355
88,0,0.4544637283682823,0.49848599831263224,0.48556681245565414,0.41495814700921374,0.539818911353747,0.42437308688958486,0.5790804938475291,0.4790427066882451,0.5292004295190176,0.494721189836661
89,0,0.4547174323598544,0.4969516426324844,0.48550262838602065,0.41437221149603526,0.5415124889214834,0.4250620479385058,0.5788700979948044,0.4777670686443647,0.5275475809971492,0.49467878411213556
90,0,0.454909441669782,0.5004508755604427,0.4855028462409973,0.41508536448081335,0.5401628210147222,0.425194196999073,0.5786618622144063,0.4806763662894567,0.524777021408081,0.4947809691230456
91,0,0.4550939885775248,0.4987156998117765,0.48555697192748387,0.41036074270804723,0.5415024306376776,0.4249943279226621,0.5786299987634023,0.47978733559449516,0.5265844531853994,0.49492276132106783
92,0,0.4552202622095744,0.49967862794796625,0.48561301857233047,0.4151326472560565,0.5410858917236329,0.4254523946841558,0.5785279333591461,0.4794984404246012,0.5280515799919764,0.49503184666236244
93,0,0.4555013183752696,0.49909651279449463,0.48556465983390806,0.4132095534602801,0.540856311917305,0.42525371183951693,0.5784856516122818,0.4799399210015933,0.5276827220122019,0.4952406227588654
94,0,0.4555943062901497,0.4989923203984896,0.48527181208133696,0.41470245192448296,0.5410777008533478,0.42504247357447944,0.578336164355278,0.47878830273946127,0.5266731623808543,0.4955048548181852
95,0,0.455669533709685,0.4993112969398499,0.48584432383378345,0.416025845905145,0.5405242478847504,0.4255186461408933,0.5783105713129043,0.4805624429384867,0.5281303558746974,0.49552658915519715
96,0,0.45578515420357385,0.4991852339108785,0.48534282157818476,0.4162250571449598,0.5393027170499166,0.4249390529592832,0.5783627678950628,0.4786823178331057,0.5297174966335296,0.49573469718297325
97,0,0.45597567001978556,0.4996332373221715,0.48521432956059773,0.4149962698419889,0.5415822702646256,0.42396520713965097,0.5786076440413793,0.4804004179437955,0.5321402249733607,0.4958712962269783
98,0,0.4560573051373164,0.4994136237104734,0.4853499139348666,0.41658320317665737,0.5401541477441788,0.4251890685160955,0.578065928419431,0.4794459242622058,0.5304112819830576,0.4958412337303162
99,0,0.4562342303991318,0.49853213409582775,0.4854505069057147,0.41664400378863015,0.5393509002526601,0.4259135856231054,0.577819681763649,0.4786654497186343,0.5288501699765523,0.49587238997220995
